address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
110 E Roosevelt St,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}}",9Cq_NVvWZOEAzmE7tqJgmg,"['Food Trucks', 'Restaurants', 'American (New)', 'Food', 'Food Stands', 'Hot Dogs']",Phoenix,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-21:00', 'Friday': '11:00-21:00', 'Wednesday': '11:00-21:00', 'Thursday': '11:00-21:00', 'Sunday': '11:00-15:00', 'Saturday': '11:00-21:00'}",1,33.4589187,-112.0722006,Short Leash Hot Dogs Food Truck,,85004.0,391,4.5,AZ
"3508 N 7th St, Ste101","{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'DogsAllowed': True, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': False, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}}",Q1LrCiy0D6uqliWKe-BxtQ,"['Restaurants', 'Food', 'Beer', 'Wine & Spirits', 'Wine Bars', 'Vegetarian', 'Local Flavor', 'Tapas/Small Plates', 'Nightlife', 'Bars']",Phoenix,{},1,33.488807,-112.06523700000001,Tertio Wine Bar,,85012.0,13,2.5,AZ
6681 W Beardsley Rd,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'free', 'RestaurantsReservations': True, 'BikeParking': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'HappyHour': True, 'GoodForDancing': False, 'DogsAllowed': True, 'RestaurantsTableService': True, 'OutdoorSeating': True, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': True, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, 'ByAppointmentOnly': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'CoatCheck': False, 'Smoking': 'no', 'WheelchairAccessible': True}",dD6JQo5tCNtOtauaLaT0sg,"['Sports Bars', 'Restaurants', 'Food', 'Pizza', 'Nightlife', 'Bars', 'Breweries']",Glendale,"{'Monday': '11:00-21:00', 'Tuesday': '11:00-21:00', 'Friday': '11:00-22:00', 'Wednesday': '11:00-22:00', 'Thursday': '11:00-22:00', 'Sunday': '11:00-21:00', 'Saturday': '11:00-22:00'}",1,33.6663937252,-112.201813809,Oggi's,,85308.0,188,3.5,AZ
4252 S 48th St,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': False, 'NoiseLevel': 'quiet', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",g-aAe8SqZlZTnN3oA8mNlw,"['Mexican', 'Breakfast & Brunch', 'Restaurants', 'Food', 'Desserts']",Phoenix,"{'Monday': '6:00-0:00', 'Tuesday': '6:00-0:00', 'Friday': '6:00-0:00', 'Wednesday': '6:00-0:00', 'Thursday': '6:00-0:00', 'Sunday': '8:00-0:00', 'Saturday': '8:00-0:00'}",1,33.4076914431,-111.978611678,Del Taco,,85040.0,24,2.5,AZ
3375 E Shea Blvd,"{'Alcohol': 'full_bar', 'HasTV': True, 'NoiseLevel': 'average', 'RestaurantsAttire': 'casual', 'BusinessAcceptsCreditCards': True, 'Music': {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsGoodForGroups': True, 'Caters': True, 'WiFi': 'no', 'RestaurantsReservations': True, 'BikeParking': True, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'HappyHour': True, 'GoodForDancing': False, 'DogsAllowed': False, 'RestaurantsTableService': True, 'OutdoorSeating': False, 'RestaurantsPriceRange2': 2, 'RestaurantsDelivery': False, 'BestNights': {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'CoatCheck': False, 'Smoking': 'outdoor', 'WheelchairAccessible': True}",2skQeu3C36VCiB653MIfrw,"['Nightlife', 'Bars', 'Food', 'Restaurants', 'Smokehouse', 'American (Traditional)', 'Barbeque']",Phoenix,"{'Monday': '11:00-22:00', 'Tuesday': '11:00-22:00', 'Friday': '11:00-22:00', 'Wednesday': '11:00-22:00', 'Thursday': '11:00-22:00', 'Sunday': '11:00-22:00', 'Saturday': '11:00-22:00'}",1,33.581757,-112.008454,Bootleggers Modern American Smokehouse,,85028.0,431,4.0,AZ
6929 E Hampton Ave,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",X6iU1PGjoztDwFdhV4RumA,"['Restaurants', 'Fast Food', 'Burgers']",Mesa,{},1,33.3900539,-111.6822375,Wendy's,,85209.0,13,2.0,AZ
"12958 W Indian School Rd, Ste B1","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'WheelchairAccessible': True, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",11bhfBbcFypczdz3N_w6iw,"['Mexican', 'Fast Food', 'Restaurants']",Litchfield Park,"{'Monday': '7:00-22:00', 'Tuesday': '7:00-22:00', 'Friday': '7:00-22:00', 'Wednesday': '7:00-22:00', 'Thursday': '7:00-22:00', 'Sunday': '7:00-22:00', 'Saturday': '7:00-22:00'}",1,33.4940968351,-112.337768279,Senor Taco,,85340.0,83,3.5,AZ
10600 E Crescent Moon Dr,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, 'Alcohol': 'full_bar', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}}",RHO331ipxuIYqvmn__Sxwg,"['Comfort Food', 'American (Traditional)', 'Gluten-Free', 'Restaurants']",Scottsdale,"{'Monday': '7:00-23:00', 'Tuesday': '7:00-23:00', 'Friday': '7:00-23:00', 'Wednesday': '7:00-23:00', 'Thursday': '7:00-23:00', 'Sunday': '7:00-23:00', 'Saturday': '7:00-23:00'}",1,33.731835,-111.852751,Proof,,85262.0,155,4.0,AZ
"624 W Broadway Rd, Ste 205","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'HasTV': False, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'RestaurantsTableService': False, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'RestaurantsGoodForGroups': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",zcgCOV4AYAHG8LkC0ticSA,"['Food', 'Butcher', 'Mexican', 'Restaurants', 'Meat Shops', 'Specialty Food']",Mesa,"{'Monday': '8:00-21:00', 'Tuesday': '8:00-21:00', 'Friday': '8:00-21:00', 'Wednesday': '8:00-21:00', 'Thursday': '8:00-21:00', 'Sunday': '8:00-20:00', 'Saturday': '8:00-21:00'}",1,33.4083028,-111.8457318,El Potrero Carniceria,,85210.0,3,2.5,AZ
9856 W Camelback Rd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}, 'Alcohol': 'none', 'Caters': False, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",WHz8BX4y0q4liGG3wfBRfQ,"['Diners', 'Breakfast & Brunch', 'Restaurants', 'Fast Food', 'American (Traditional)']",Glendale,"{'Monday': '0:00-0:00', 'Tuesday': '0:00-0:00', 'Friday': '0:00-0:00', 'Wednesday': '0:00-0:00', 'Thursday': '0:00-0:00', 'Sunday': '0:00-0:00', 'Saturday': '0:00-0:00'}",1,33.5089245119,-112.271183431,Denny's,,85305.0,38,2.5,AZ
8322 E Mcdowell Rd,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, 'DogsAllowed': True, 'Alcohol': 'none', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}",9g0JuC-_vx35T0m3lidwBw,"['Restaurants', 'Cafes', 'Food', 'Coffee & Tea', 'American (Traditional)']",Scottsdale,"{'Monday': '7:30-15:00', 'Tuesday': '7:30-15:00', 'Friday': '7:30-15:00', 'Wednesday': '7:30-15:00', 'Thursday': '7:30-15:00', 'Sunday': '7:30-14:00', 'Saturday': '7:30-15:00'}",1,33.466187,-111.9023105,Temptations Cafe,,85257.0,114,4.0,AZ
5500 S Mill Ave,"{'RestaurantsTableService': True, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'quiet', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}",0-TtzWmjREl7lIKDcmGONQ,"['Noodles', 'Food', 'Restaurants', 'Food Trucks']",Tempe,{},1,33.3714095,-111.93924969999999,Mango Flats,,85283.0,5,2.5,AZ
